location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
 -46.63 -23.55  760.0, 0 14 228  8 2024,    271.4620,     14.9193,    313.6623,      0.5576,    324.8065,      0.5556, 100220.4524,      0.7849,     42.5350,    -42.7359,   -139.6932,  272.3391,0.220649
  -0.13  51.51   11.0, 0 15 105  4 2024,    321.9054,     19.3810,    193.2474,      0.3372,    188.3537,      0.8041,  60270.1826,      2.2600,     34.0280,    -25.3366,     75.3509,  322.1610,0.180791
  55.30  25.20    5.0, 0 13 172  6 2024,    277.4726,     11.0928,    207.4315,      0.5813,    551.9914,      0.7261,  93466.8488,      0.8361,     33.3467,    -20.0308,    -96.3224,  279.1685,0.215185
 -87.63  41.88  181.0, 0  9 266  9 2024,    267.6561,     10.7462,    200.8597,      0.0667,    769.9296,      0.0514, 100447.0679,      4.8271,     23.2635,    -39.0712,    -96.3511,  272.5079,0.220514
-112.07  33.45  331.0, 0  9 266  9 2024,    297.6948,      9.2130,    251.0976,      0.0639,    290.9877,      0.4849,  67270.7092,      0.5629,      7.2150,     26.7262,    167.4149,  299.1357,0.199211
 151.21 -33.87   39.0, 0  8 325 11 2024,    318.7726,     14.1357,    299.3005,      0.5865,    540.0089,      0.0803,  69286.8951,      4.4148,     32.8402,    -25.9344,    -68.5134,  322.7978,0.180282
-122.00  37.50   25.0, 0 11 202  7 2024,    299.5161,     23.7338,     51.4727,      0.5184,   1228.5308,      0.6700,  65890.3858,      4.0519,     30.4900,    -41.9211,    -41.1529,  301.3329,0.197454
-122.00  37.50   25.0, 0  9 266  9 2024,    243.3507,     19.7286,    349.9875,      0.6748,    352.2076,      0.1732,  92809.4636,      1.4919,      5.3331,    -34.1180,     70.9094,  244.4571,0.242954
 151.21 -33.87   39.0, 0  8 325 11 2024,    254.1311,     17.5953,    232.6605,      0.0241,    635.6816,      0.2459,  67962.5380,      4.5526,     55.3965,     -7.2646,      1.7264,  255.3427,0.234246
 151.21 -33.87   39.0, 0  6  15  1 2024,    238.1075,      7.5722,     93.3457,      0.3272,     19.5559,      0.0785,  76270.5605,      1.8221,     78.4341,     42.7430,    115.7276,  238.1075,0.248034
-112.07  33.45  331.0, 0 13 172  6 2024,    258.1028,     12.1878,    121.1668,      0.0924,    871.9153,      0.2230,  90670.1647,      3.9175,     37.1910,     -9.2668,     12.7857,  264.3479,0.227042
 103.82   1.35   15.0, 0 10 135  5 2024,    288.9410,      1.4048,    324.9177,      0.8782,    822.6238,      0.7439,  89069.6679,      0.6050,     39.1846,      9.1595,   -139.6996,  295.8554,0.201836
 151.21 -33.87   39.0, 0 13 172  6 2024,    234.6915,      7.1280,    237.0491,      0.4677,    206.6289,      0.3839,  63528.3309,      3.4709,     39.4750,     30.8252,     26.6934,  234.6915,0.250767
  28.05 -26.20 1753.0, 0  6  15  1 2024,    287.0444,      4.4378,    245.6324,      0.7156,    732.5985,      0.0119,  65324.2708,      1.7112,      6.4471,    -36.6059,    -25.7305,  290.3119,0.206271
 -87.63  41.88  181.0, 0 14 228  8 2024,    319.3347,     16.6503,    337.7567,      0.3835,    411.3459,      0.8665,  74924.2234,      2.6355,     33.9150,     30.3623,    138.9844,  319.6146,0.182828
  28.05 -26.20 1753.0, 0 14 228  8 2024,    276.9591,     11.7267,    313.1262,      0.3562,    848.9030,      0.7801,  87492.0990,      2.0450,     21.2603,    -39.7753,   -153.8252,  278.2827,0.215894
  55.30  25.20    5.0, 0  9  46  2 2024,    321.7262,      7.4355,     21.3280,      0.8953,    705.0581,      0.9497,  89140.6791,      1.0836,     85.5297,     -1.7263,    162.4989,  321.7262,0.181139
 139.69  35.69   40.0, 0  9  46  2 2024,    247.1460,      0.0144,     90.1395,      0.1296,   1012.2887,      0.5664,  99512.3395,      2.8432,     74.3297,     32.8973,    143.5560,  247.1460,0.240803
-122.00  37.50   25.0, 0 13 172  6 2024,    305.7824,     17.8431,    315.4533,      0.9311,   1161.8727,      0.8576,  78872.7221,      3.2425,     17.0509,    -16.9352,     97.1771,  307.0004,0.192920
 139.69  35.69   40.0, 0  9 266  9 2024,    308.6203,     18.8797,    346.5813,      0.5101,     27.4095,      0.8815, 100044.1892,      3.4465,     71.0527,     10.0692,    -42.6467,  308.6429,0.191606
 -87.63  41.88  181.0, 0 15 105  4 2024,    315.9992,     18.6927,    273.0811,      0.0272,    300.6702,      0.1888,  92333.9385,      4.6862,     23.8539,    -18.0166,    129.7119,  317.2607,0.184711
-112.07  33.45  331.0, 0  9 266  9 2024,    265.9205,     12.5526,     12.2563,      0.3669,    339.2231,      0.3513,  91397.9667,      0.9772,     55.6660,     20.8185,     31.6764,  266.8870,0.225010
 151.21 -33.87   39.0, 0 16 299 10 2024,    247.0310,     11.2037,    284.8913,      0.0599,   1115.2352,      0.7742,  69125.8831,      1.1055,      0.5717,     17.4277,    -17.0293,  249.0387,0.239289
 -87.63  41.88  181.0, 0 12 355 12 2024,    321.3966,     16.7324,    258.6993,      0.2775,    468.4262,      0.4679,  70352.5047,      3.2348,     89.3695,    -21.1194,     85.1924,  321.5578,0.181274
 151.21 -33.87   39.0, 0 12 355 12 2024,    243.2714,     21.6932,    195.6327,      0.7061,   1035.5352,      0.4774, 100187.4996,      1.9916,     35.5518,    -31.8366,   -155.2479,  246.3386,0.241449
 -87.63  41.88  181.0, 0 16 299 10 2024,    267.6790,     15.6994,    102.9007,      0.4360,    450.9374,      0.9107,  70728.8676,      0.9809,     14.8103,     28.4513,     25.2143,  267.8680,0.224226
  28.05 -26.20 1753.0, 0 11 202  7 2024,    303.9238,     14.7604,    345.4961,      0.2077,   1201.9946,      0.6785,  66766.7956,      1.4991,     24.2064,     18.3563,     27.1022,  305.2790,0.194297
 139.69  35.69   40.0, 0  8 325 11 2024,    313.1796,      6.2766,    243.2405,      0.5999,   1225.2939,      0.4387,  79282.5134,      1.8160,     81.3207,     43.4572,   -122.1916,  317.4346,0.184572
 139.69  35.69   40.0, 0 16 299 10 2024,    241.6444,     19.4223,    311.1753,      0.7054,   1096.9291,      0.4554,  84723.5669,      3.8252,     11.1220,     37.5998,    -51.3913,  242.2414,0.244727
  55.30  25.20    5.0, 0 15 105  4 2024,    294.9701,      8.2565,    144.1446,      0.2006,    235.6584,      0.6775,  85054.5858,      4.9957,     44.7031,      9.8181,    -97.8205,  294.9701,0.202544
  55.30  25.20    5.0, 0 11 202  7 2024,    299.7826,      6.8831,    265.7156,      0.7899,    149.1829,      0.8140,  66096.8238,      4.3847,     35.1380,     14.3809,    159.7628,  300.0954,0.198444
  28.05 -26.20 1753.0, 0 12  75  3 2024,    241.0505,     12.9656,    348.1666,      0.7095,    352.0941,      0.9112,  60012.1698,      3.9765,     33.2898,     10.6482,   -100.3937,  241.2913,0.245487
-112.07  33.45  331.0, 0  9  46  2 2024,    315.9446,     20.2744,      6.0788,      0.9837,   1104.8468,      0.0035,  96719.6704,      3.6468,     57.5468,    -31.0677,    -28.1296,  322.3421,0.180646
 151.21 -33.87   39.0, 0  6  15  1 2024,    257.9565,      0.6525,    349.0343,      0.4380,    213.9848,      0.7776,  79520.8022,      4.0934,     40.3087,    -32.1499,   -172.9727,  257.9986,0.232121
 -87.63  41.88  181.0, 0 11 202  7 2024,    312.6509,     18.9966,     96.0695,      0.4323,    628.7082,      0.9826,  77076.0131,      0.7623,     24.5400,     23.1635,     62.6997,  312.7536,0.188317
-122.00  37.50   25.0, 0  9  46  2 2024,    263.9343,     21.5851,     13.9026,      0.1603,    816.6087,      0.4015,  95052.9027,      4.6064,     51.4062,    -21.8314,    163.1532,  263.9343,0.227373
  55.30  25.20    5.0, 0 13 172  6 2024,    266.4586,      3.6498,     41.5975,      0.3162,    543.9602,      0.8153,  60308.2387,      4.3740,     57.2347,    -13.9659,   -162.4393,  267.4153,0.224588
 -46.63 -23.55  760.0, 0 12  75  3 2024,    304.9812,     23.4760,    347.1910,      0.4836,   1323.2701,      0.0841,  79500.7546,      1.4326,     47.5463,    -11.8939,     30.4019,  309.0794,0.191256
-122.00  37.50   25.0, 0  8 325 11 2024,    274.7425,      3.1664,    323.0751,      0.8569,    514.3248,      0.2676,  96593.8476,      2.7279,     28.2594,    -43.1395,    108.3533,  274.7425,0.218726
 -87.63  41.88  181.0, 0 11 202  7 2024,    235.5520,     20.0151,    221.6257,      0.1514,   1135.3658,      0.3413,  66952.0119,      0.5708,      4.7256,    -37.1676,   -162.6990,  241.8241,0.245061
  28.05 -26.20 1753.0, 0  9  46  2 2024,    255.8869,     20.2448,    302.6334,      0.0634,    793.6632,      0.7420,  76062.8528,      2.1333,     51.2432,     32.5442,     18.3799,  256.1663,0.233587
 139.69  35.69   40.0, 0 11 202  7 2024,    239.7296,      5.1137,    225.8977,      0.4578,      5.4915,      0.9780,  73412.6575,      0.6367,     40.6755,    -43.2028,   -150.0151,  239.7311,0.246735
 103.82   1.35   15.0, 0 12 355 12 2024,    314.1668,      7.6328,    317.7508,      0.3375,    147.5191,      0.1070,  85630.9548,      4.7355,     65.2808,     43.6721,   -133.5167,  314.3423,0.187046
 -87.63  41.88  181.0, 0  6  15  1 2024,    286.0788,     22.6636,    253.2911,      0.4236,    246.7554,      0.8005,  72498.7554,      0.8506,     38.0173,     31.1631,   -135.6114,  286.2057,0.209555
 -87.63  41.88  181.0, 0 10 135  5 2024,    301.0691,     17.0303,    289.1659,      0.5709,    270.5859,      0.7797,  76094.8595,      1.1278,     32.4858,     33.0244,   -163.0680,  301.4452,0.197364
 -46.63 -23.55  760.0, 0 11 202  7 2024,    248.0561,     24.0719,     97.1254,      0.1349,    256.5627,      0.5331,  88245.6348,      2.1723,     43.9073,    -39.9450,     78.7288,  248.1992,0.239961
  55.30  25.20    5.0, 0  6  15  1 2024,    257.5991,     14.3781,    315.0295,      0.5542,   1358.6313,      0.0858, 100582.0867,      2.3781,     43.1523,     26.3096,   -131.6266,  261.2716,0.229503
-122.00  37.50   25.0, 0  9 266  9 2024,    272.9526,     23.9688,    271.6577,      0.6420,   1205.6708,      0.3163,  74614.3298,      1.5343,     86.5274,    -23.7965,    -89.4902,  277.4035,0.216597
 151.21 -33.87   39.0, 0 14 228  8 2024,    316.0008,     16.2102,    237.2170,      0.3415,    740.2288,      0.0322,  82926.0987,      4.0995,     57.1013,     -5.1855,    -98.1693,  316.0008,0.185719
  28.05 -26.20 1753.0, 0  9 266  9 2024,    302.6920,     19.2285,      3.5026,      0.3120,   1293.1303,      0.7518,  85733.5449,      4.0746,     64.5579,    -33.5164,     71.1677,  302.6920,0.196366
 -46.63 -23.55  760.0, 0  9 266  9 2024,    258.7481,     17.4677,    132.0154,      0.2486,    411.0277,      0.1541,  80352.5518,      3.1471,      9.5473,    -25.5798,   -122.0196,  260.6054,0.230036
-122.00  37.50   25.0, 0  8 325 11 2024,    305.2852,     18.1587,    108.3510,      0.4270,    933.1134,      0.4066,  90200.7609,      1.1067,     17.4425,    -29.3347,   -129.8288,  306.5992,0.193241
 -87.63  41.88  181.0, 0 13 172  6 2024,    276.4315,     23.7947,     64.9088,      0.5126,   1146.3782,      0.8201,  87128.1563,      4.5796,     80.7270,    -20.0187,   -176.7136,  276.4315,0.217375
-122.00  37.50   25.0, 0  9 266  9 2024,    244.8075,     20.5757,     11.0967,      0.6760,    850.1900,      0.6566,  72872.7783,      3.7658,     25.9858,     11.3357,     -3.0139,  246.1249,0.241620
 151.21 -33.87   39.0, 0  9 266  9 2024,    299.1924,     17.4023,    136.9357,      0.7348,    132.1290,      0.5042,  90410.8320,      3.3055,     76.8512,    -15.2277,    -40.6166,  299.3476,0.199042
  28.05 -26.20 1753.0, 0 14 228  8 2024,    279.4045,      4.1224,    228.9794,      0.2298,    517.3407,      0.4518,  79174.0328,      3.5567,     11.7513,    -13.3088,    -87.9792,  282.5175,0.212506
 -87.63  41.88  181.0, 0 14 228  8 2024,    296.4546,     20.2190,    257.8490,      0.6466,    337.5370,      0.9272,  82228.6440,      2.4053,     11.7850,    -35.6646,     49.1026,  296.5910,0.201247
  28.05 -26.20 1753.0, 0  8 325 11 2024,    258.4363,     23.0077,    151.1074,      0.9933,    937.4397,      0.0249,  78271.4911,      4.6646,     23.3736,     -2.2127,     62.2446,  259.8690,0.230625
  55.30  25.20    5.0, 0  9 266  9 2024,    320.4994,     24.6388,     31.5365,      0.0298,    426.8271,      0.7832,  99899.8903,      3.7934,     31.0869,     20.7097,     92.4935,  320.5877,0.182050
  -0.13  51.51   11.0, 0 14 228  8 2024,    282.3585,     20.6458,    175.3081,      0.6588,    561.5648,      0.0470,  69164.9323,      1.4790,     81.7560,    -37.2303,   -138.0963,  282.3585,0.212633
-112.07  33.45  331.0, 0 14 228  8 2024,    249.8717,     15.3486,    303.9205,      0.9815,   1313.9186,      0.1043,  76679.2888,      3.9540,     50.0174,     19.0878,    -57.2721,  253.0340,0.236093
 139.69  35.69   40.0, 0 14 228  8 2024,    248.2073,     11.9500,     35.3275,      0.4162,    911.7856,      0.2968,  69826.4398,      3.7152,     50.0912,    -32.5122,   -175.4362,  249.7133,0.238749
 151.21 -33.87   39.0, 0  8 325 11 2024,    317.7015,     17.5741,      6.9605,      0.8644,    700.6137,      0.4528,  98083.3075,      2.9728,     52.1715,     36.2478,    -49.2153,  319.8782,0.182617
  55.30  25.20    5.0, 0  9 266  9 2024,    319.7910,     24.7513,    133.2891,      0.8148,     17.1552,      0.4076,  93574.3994,      1.2962,     76.6370,     44.0476,    159.7557,  319.7910,0.182687
 139.69  35.69   40.0, 0 12 355 12 2024,    310.0270,     16.0321,     52.9867,      0.4030,    545.9295,      0.2543,  93306.6672,      3.9532,      1.2399,     -6.5862,    175.7549,  311.7899,0.189088
