location,time,T_amb,wind_speed,wind_dir,humidity,irradiance,cloud_cover,pressure,pv_height,pitch,roll,yaw,T_operating,eta
  -0.13  51.51   11.0, 0 13 172  6 2024,    273.3461,     12.6295,    271.0359,      0.4201,   1268.1642,      0.4968,  61909.6103,      4.3710,     58.3404,      9.9317,    -89.5011,  275.0004,0.218520
-122.00  37.50   25.0, 0 11 202  7 2024,    235.6837,     15.2356,    157.6323,      0.0519,      7.3896,      0.6538, 100416.7246,      2.1931,     22.0453,     36.8670,    -26.3232,  235.7032,0.249957
 -46.63 -23.55  760.0, 0  6  15  1 2024,    267.5251,      6.2319,    154.7578,      0.6386,    849.3783,      0.4546,  65227.3685,      4.4707,     42.5823,    -34.1115,     57.9751,  267.5251,0.224500
 151.21 -33.87   39.0, 0 11 202  7 2024,    274.3460,     14.8525,    211.8374,      0.7293,    553.0552,      0.3016,  89948.0341,      0.8599,     81.7475,    -25.0422,   -179.0843,  278.7059,0.215555
-122.00  37.50   25.0, 0 12 355 12 2024,    268.5058,      3.5847,    228.4375,      0.1317,    442.3017,      0.5129, 100013.8521,      3.8567,     19.2419,    -14.4210,   -117.0020,  270.0056,0.222516
  28.05 -26.20 1753.0, 0 12  75  3 2024,    277.6350,      4.9603,    247.0234,      0.6673,    138.0168,      0.9136,  64472.0425,      1.0024,     88.7357,    -17.9025,     35.6655,  277.6350,0.216412
  55.30  25.20    5.0, 0  9  46  2 2024,    298.2406,     10.6978,    278.9325,      0.8267,    762.0561,      0.1830,  72269.1577,      0.7074,     68.2991,     24.5074,   -117.7377,  304.0941,0.195245
 -46.63 -23.55  760.0, 0  8 325 11 2024,    261.0725,     17.2778,     93.2962,      0.2589,    518.3097,      0.6775,  96920.9406,      1.8067,     65.9840,      2.4795,   -160.8367,  261.6566,0.229195
  28.05 -26.20 1753.0, 0 16 299 10 2024,    288.0570,     16.0673,    163.1575,      0.3465,    938.4057,      0.3373,  66413.6656,      4.2519,     84.6218,    -26.7160,    -74.4504,  288.0570,0.208074
 -87.63  41.88  181.0, 0  9  46  2 2024,    284.4263,     18.8537,    141.2901,      0.7821,    181.5437,      0.3776,  94247.9390,      2.9371,     28.8559,    -27.9628,   -115.1710,  284.7848,0.210692
  -0.13  51.51   11.0, 0 12 355 12 2024,    304.4333,     22.4468,    357.5499,      0.1372,    280.3280,      0.1994,  79753.1299,      4.0502,     61.8648,     29.4432,    164.2344,  304.4333,0.194973
 -46.63 -23.55  760.0, 0 16 299 10 2024,    282.2616,     16.1743,     77.1390,      0.5877,    769.5829,      0.7478,  68963.4600,      0.7750,     27.7213,     44.4690,    -18.3970,  282.9559,0.212155
 139.69  35.69   40.0, 0  9  46  2 2024,    258.0596,     21.6698,    279.5006,      0.6880,    914.0286,      0.5019,  67890.6697,      3.0575,     69.2371,    -17.5360,    -92.8403,  260.1635,0.230389
-112.07  33.45  331.0, 0  9 266  9 2024,    294.8903,      8.0048,    342.3708,      0.0015,    633.6155,      0.3796,  98143.6389,      0.5971,     13.7812,    -34.0183,   -145.2511,  299.1517,0.199199
 -46.63 -23.55  760.0, 0 14 228  8 2024,    271.6366,      4.9362,    244.8199,      0.1596,   1276.3154,      0.0639,  78291.8820,      1.2264,     32.6517,    -42.0889,     50.0959,  284.0973,0.211242
 -46.63 -23.55  760.0, 0 16 299 10 2024,    244.2642,     23.2994,    119.8315,      0.8890,    423.7516,      0.5326,  85439.3242,      1.1328,     73.2854,     18.8415,   -123.6009,  244.2642,0.243109
-122.00  37.50   25.0, 0 14 228  8 2024,    236.7977,     14.1822,    346.6939,      0.5224,    890.3289,      0.3302,  61431.6941,      2.2769,     82.9469,     39.4758,    153.2017,  236.9189,0.248985
 139.69  35.69   40.0, 0 12  75  3 2024,    269.1152,      0.6146,    242.4169,      0.0322,    609.0105,      0.5954,  86020.2673,      2.9325,     17.3632,      2.5391,     35.9514,  275.9803,0.217736
 151.21 -33.87   39.0, 0 13 172  6 2024,    302.5749,      5.4043,    314.0588,      0.4997,    159.8490,      0.6616,  74906.3014,      2.8089,     47.2771,     12.1677,    -62.6222,  302.5749,0.196460
  55.30  25.20    5.0, 0 10 135  5 2024,    235.7885,      9.3005,    322.0395,      0.0413,   1164.5806,      0.0736,  84512.4563,      3.8934,     72.6699,     27.1772,    -31.3239,  242.3650,0.244628
  28.05 -26.20 1753.0, 0 12 355 12 2024,    277.6614,     14.5963,     12.1437,      0.4491,    828.0180,      0.0245,  93863.1123,      1.3090,      9.3962,     26.4552,     86.5015,  286.9103,0.208992
  28.05 -26.20 1753.0, 0 14 228  8 2024,    234.7618,      1.9324,    117.2881,      0.6168,    780.5617,      0.7843,  69950.8020,      4.3237,     44.0159,    -28.2803,    -19.1346,  234.7618,0.250711
-122.00  37.50   25.0, 0 13 172  6 2024,    288.9267,      0.9497,    256.6820,      0.5242,    249.2820,      0.4049,  62232.3865,      1.5156,     77.2253,     -4.1516,     69.7729,  291.3685,0.205425
  -0.13  51.51   11.0, 0  9 266  9 2024,    265.7839,     14.4993,    163.6237,      0.2063,    210.0060,      0.7321,  64297.5857,      4.0442,     72.2377,     42.6667,    168.0298,  265.7839,0.225893
 103.82   1.35   15.0, 0 16 299 10 2024,    320.7788,     16.3129,    179.1386,      0.2623,    521.1832,      0.0632,  84765.7345,      1.7389,     62.6452,     37.5918,    -83.2608,  320.7788,0.181897
-122.00  37.50   25.0, 0  9 266  9 2024,    239.6237,      2.9578,    215.2126,      0.0939,    361.7662,      0.8197,  98020.5522,      0.5282,      7.4528,     16.1439,     42.9092,  240.5759,0.246059
  28.05 -26.20 1753.0, 0 12  75  3 2024,    286.8636,      4.3095,    359.9729,      0.9489,    392.6851,      0.2065,  99103.3981,      1.5728,     71.9837,     43.4695,    161.8125,  290.4323,0.206174
  55.30  25.20    5.0, 0 16 299 10 2024,    263.4651,     14.9809,    359.1689,      0.4705,    525.4059,      0.8616,  96729.0940,      3.0204,     73.7318,     34.1470,     15.7413,  263.8383,0.227449
-112.07  33.45  331.0, 0 11 202  7 2024,    280.3601,      5.9586,    295.0319,      0.4203,     59.7245,      0.5964,  94204.2243,      2.2837,     53.3716,     27.3744,   -103.3592,  280.6506,0.214000
 -87.63  41.88  181.0, 0 12 355 12 2024,    271.0174,      1.6009,    228.3352,      0.2767,    501.4971,      0.8831,  79367.2074,      3.7758,     26.2747,    -11.7055,    139.1082,  271.1279,0.221618
  28.05 -26.20 1753.0, 0  9  46  2 2024,    268.2936,     24.5069,    309.0491,      0.5430,    650.2229,      0.3727,  65297.9447,      1.0326,     69.9914,     -0.7817,    128.8194,  268.2936,0.223885
 139.69  35.69   40.0, 0  8 325 11 2024,    288.4448,     15.5383,    286.7971,      0.0300,    602.2049,      0.5940,  98449.5457,      2.3630,     21.1921,     40.9191,    -14.4554,  289.2184,0.207145
 151.21 -33.87   39.0, 0 14 228  8 2024,    255.1897,      7.4311,    185.6488,      0.6001,    139.0940,      0.4273,  97578.8185,      2.6375,     31.1549,     24.4214,   -124.5288,  255.7173,0.233946
 -87.63  41.88  181.0, 0 12 355 12 2024,    244.6402,     19.1857,     49.7904,      0.3256,    374.6445,      0.4365,  66480.0271,      1.3334,     12.0049,      7.8207,    133.9919,  245.2104,0.242352
-122.00  37.50   25.0, 0  6  15  1 2024,    270.6872,     10.8170,    205.8930,      0.3538,     68.1023,      0.2484,  64357.4150,      0.6858,     75.3500,      8.0411,    139.8444,  270.6872,0.221970
 -46.63 -23.55  760.0, 0 12  75  3 2024,    255.9613,      8.7104,    300.0902,      0.6093,   1353.8404,      0.7811,  61793.2352,      2.8518,      6.5351,    -27.0814,    174.0681,  259.4038,0.230997
  55.30  25.20    5.0, 0  6  15  1 2024,    310.7207,     11.5204,    302.6691,      0.0391,    980.6810,      0.5385,  89474.3742,      4.4303,     65.2214,     -9.8001,     76.1205,  310.7207,0.189943
  -0.13  51.51   11.0, 0 11 202  7 2024,    295.4311,     12.6057,    346.2696,      0.0536,    374.4783,      0.8936,  69745.0972,      1.6768,     37.8085,      9.3513,    -88.4045,  295.8631,0.201830
 151.21 -33.87   39.0, 0 12 355 12 2024,    249.7323,      0.0206,     10.6225,      0.0582,    815.0562,      0.9759,  79500.3608,      1.4367,     30.3150,     16.5374,    134.0347,  250.3220,0.238262
 103.82   1.35   15.0, 0 14 228  8 2024,    318.4381,     18.5502,     36.2012,      0.1776,    750.9760,      0.9850,  96194.7368,      3.4707,     45.7021,     12.7734,   -108.5890,  318.4648,0.183748
-112.07  33.45  331.0, 0 10 135  5 2024,    261.4724,     14.8046,    354.5375,      0.7748,    648.6834,      0.6187,  80375.2116,      2.0832,     72.8667,     22.1095,     39.4681,  261.7134,0.229149
  55.30  25.20    5.0, 0 10 135  5 2024,    253.9846,     13.1561,     79.6800,      0.7516,    736.5336,      0.6403,  73088.9611,      1.8381,      8.0061,     -6.5186,     31.8190,  256.6386,0.233209
-122.00  37.50   25.0, 0 11 202  7 2024,    319.2910,      7.6649,    278.7525,      0.6616,    969.1790,      0.7360,  76247.2372,      4.0857,      8.9967,      4.2823,     82.5307,  322.8701,0.180224
  55.30  25.20    5.0, 0 11 202  7 2024,    258.2747,     10.8654,    301.6664,      0.1911,   1015.6274,      0.8910,  91589.6076,      2.6527,     72.2582,     15.4607,    -49.3596,  258.9194,0.231385
 103.82   1.35   15.0, 0 12  75  3 2024,    273.2520,      4.1525,     61.3344,      0.9088,    483.0699,      0.5872,  71162.5722,      4.2236,     52.8948,     28.5709,     87.7698,  275.4530,0.218158
 103.82   1.35   15.0, 0  9 266  9 2024,    273.9608,     21.6019,    329.5550,      0.1997,    233.2173,      0.7988,  90085.4070,      3.7604,     45.4578,    -41.5347,   -103.1863,  274.1830,0.219174
  -0.13  51.51   11.0, 0 12  75  3 2024,    280.9285,     16.5453,    196.5959,      0.8189,    151.6597,      0.6107,  63742.6850,      2.9178,     21.4611,    -12.6671,    -73.9367,  281.2290,0.213537
  -0.13  51.51   11.0, 0 16 299 10 2024,    321.1337,     20.8897,    225.5418,      0.3254,    210.8899,      0.2563,  86658.6360,      3.5253,     10.2632,     43.7018,     88.5294,  321.3495,0.181440
 103.82   1.35   15.0, 0 12  75  3 2024,    271.2518,     16.3451,     58.4748,      0.6170,    702.9808,      0.4776,  70070.2478,      1.7544,     11.8249,    -35.8190,   -164.8221,  274.2536,0.219117
  -0.13  51.51   11.0, 0 11 202  7 2024,    286.1463,     10.1081,    358.9754,      0.5808,   1347.1663,      0.9196,  82246.5006,      4.0866,     71.1768,     42.8058,    -61.9873,  286.8331,0.209053
-112.07  33.45  331.0, 0  6  15  1 2024,    306.3212,     22.2710,     82.0191,      0.1906,    793.5095,      0.0094,  87582.9610,      3.0185,     72.5993,     12.9188,    -75.1784,  311.0975,0.189642
 151.21 -33.87   39.0, 0  9 266  9 2024,    257.7202,     21.3826,    240.2073,      0.2637,    942.8269,      0.9335,  80704.0805,      1.6826,     45.5252,    -41.5450,   -163.2834,  258.0397,0.232088
-122.00  37.50   25.0, 0 13 172  6 2024,    275.0058,      4.6346,    312.4969,      0.7608,    264.4029,      0.8260,  77863.6928,      2.1383,     19.7119,    -36.7109,     80.4530,  275.7886,0.217889
 -87.63  41.88  181.0, 0  8 325 11 2024,    278.6231,     12.0530,    117.2460,      0.9390,    247.0747,      0.2393,  91027.2500,      4.0149,     54.4741,    -44.7398,    131.3290,  278.6231,0.215622
 151.21 -33.87   39.0, 0  6  15  1 2024,    277.6986,     11.9756,    281.8786,      0.9041,    922.2085,      0.7213,  94393.1150,      4.9810,     50.8343,    -30.1854,   -163.3697,  277.9655,0.216148
  55.30  25.20    5.0, 0  6  15  1 2024,    247.5804,      9.6212,    276.7273,      0.4745,    271.9479,      0.3041,  88880.1676,      0.7060,     88.1848,      5.0219,     -8.8410,  249.2700,0.239104
-112.07  33.45  331.0, 0 12  75  3 2024,    251.5392,     18.4999,    102.0174,      0.6869,   1012.9935,      0.5053,  99339.8288,      2.2523,     30.9369,     15.6651,    -97.3707,  254.1247,0.235220
  28.05 -26.20 1753.0, 0 12 355 12 2024,    319.7389,      2.7197,    231.4678,      0.1404,   1225.9349,      0.7582, 101263.1145,      4.4834,     89.7508,     37.2981,    107.7365,  319.8530,0.182638
 103.82   1.35   15.0, 0  8 325 11 2024,    263.5138,      0.2960,     68.9557,      0.2942,    511.2414,      0.3045,  62785.4987,      4.4523,     26.2307,    -12.1775,   -121.2055,  270.6053,0.222036
  -0.13  51.51   11.0, 0  6  15  1 2024,    274.9845,     17.4114,    165.9316,      0.3845,    596.8902,      0.0591,  98809.2820,      2.8362,     64.6395,     19.1717,     -7.3302,  276.3333,0.217453
-122.00  37.50   25.0, 0 12  75  3 2024,    302.1746,      1.8549,     13.3916,      0.0814,    257.9389,      0.4716,  75967.6476,      2.5523,     58.3695,     17.8958,     17.7866,  305.5538,0.194077
 139.69  35.69   40.0, 0  9  46  2 2024,    286.0568,      0.7776,    251.4114,      0.1669,    509.0711,      0.0430,  67223.7422,      2.3583,     17.5469,      8.5033,     65.0035,  290.5199,0.206104
 139.69  35.69   40.0, 0  8 325 11 2024,    321.5320,     15.7820,    213.7773,      0.9169,    998.8600,      0.2462,  92452.8616,      0.6710,     61.5039,     20.9783,    142.2489,  321.5320,0.181294
 139.69  35.69   40.0, 0 13 172  6 2024,    258.0339,     13.2277,    289.3807,      0.6033,    858.6329,      0.1357,  76646.6901,      3.9006,     80.1247,     38.3245,    144.9447,  258.8384,0.231449
  55.30  25.20    5.0, 0 16 299 10 2024,    268.2127,     14.8898,    178.1253,      0.3666,    114.3101,      0.6046,  76747.1017,      1.3337,      5.0687,     36.2254,   -129.9315,  268.3301,0.223856
 103.82   1.35   15.0, 0 12  75  3 2024,    271.0946,     23.1648,    167.8826,      0.7729,   1223.2941,      0.9518,  72765.5389,      4.8228,     23.0464,      6.5624,   -150.9984,  271.4107,0.221391
-112.07  33.45  331.0, 0 10 135  5 2024,    315.9060,      6.4905,    184.0111,      0.7904,    872.1192,      0.4146,  85952.9585,      1.7716,     16.5559,     23.5484,     41.3624,  323.3863,0.179811
  -0.13  51.51   11.0, 0 14 228  8 2024,    306.3536,      2.7242,    208.9720,      0.7726,    557.9732,      0.7634,  72770.0339,      3.8025,     40.4742,     28.5358,    132.7563,  307.9364,0.192171
  -0.13  51.51   11.0, 0 16 299 10 2024,    248.1983,     24.2900,     20.9571,      0.0918,    267.0642,      0.7301,  77016.2693,      1.4158,     18.5002,     28.0489,    -16.4805,  248.2971,0.239882
 139.69  35.69   40.0, 0 15 105  4 2024,    321.9374,     10.2470,    162.8790,      0.2520,      9.7883,      0.5691,  81200.2335,      0.9084,     86.7639,     -6.2296,     97.3764,  321.9926,0.180926
 -87.63  41.88  181.0, 0  6  15  1 2024,    262.5913,     24.7139,     37.6190,      0.9321,    461.8080,      0.5445,  87169.7069,      3.5718,     72.1221,    -30.2696,     45.1225,  262.5913,0.228447
-112.07  33.45  331.0, 0 10 135  5 2024,    289.8982,      6.3022,    163.1533,      0.7237,    528.6874,      0.1865,  81367.3296,      0.8225,     63.0717,     10.6467,     80.6811,  289.9001,0.206600
 103.82   1.35   15.0, 0 16 299 10 2024,    268.4172,     16.9546,    134.6482,      0.0314,   1239.7323,      0.1845,  79440.2823,      1.4795,     26.2000,     10.1943,     -9.8431,  273.5380,0.219690
 -46.63 -23.55  760.0, 0 16 299 10 2024,    303.8425,     18.5320,    252.9011,      0.7258,   1106.5849,      0.5591,  71134.8994,      4.8269,     62.0868,    -28.9148,   -115.6384,  303.8425,0.195446
 151.21 -33.87   39.0, 0  9 266  9 2024,    247.1078,     23.9243,    178.1842,      0.9738,    693.0118,      0.5458,  99018.8410,      2.7608,     45.1256,     -4.3916,   -130.3604,  248.8675,0.239426
  28.05 -26.20 1753.0, 0  6  15  1 2024,    275.4295,      7.8825,    348.7287,      0.5598,     75.5246,      0.1904,  93831.2588,      0.8616,     82.1432,     10.1430,   -118.4485,  276.2874,0.217490
 151.21 -33.87   39.0, 0  9  46  2 2024,    305.5278,     13.3427,    110.1892,      0.5993,   1261.8061,      0.7177,  99802.6251,      1.9204,      6.3503,    -12.4259,    -88.2583,  308.8380,0.191450
 139.69  35.69   40.0, 0 16 299 10 2024,    302.6561,     14.9889,    178.7075,      0.5488,    976.0171,      0.6822,  67565.8265,      3.9868,     10.0236,    -44.0710,    -21.0923,  303.2325,0.195934
 -87.63  41.88  181.0, 0 16 299 10 2024,    267.7999,      6.4657,    305.6955,      0.6052,   1347.1714,      0.5229,  74558.5530,      0.6981,     24.9230,     13.9502,    160.2986,  269.4002,0.223000
 -87.63  41.88  181.0, 0  8 325 11 2024,    247.9612,      5.2804,    206.9778,      0.8995,   1240.0633,      0.9750,  81829.5834,      4.8803,     72.5064,     10.5977,    178.7349,  247.9612,0.240151
 151.21 -33.87   39.0, 0 11 202  7 2024,    307.8589,     24.1488,     68.8868,      0.2073,   1337.2392,      0.4220,  65884.8840,      1.1687,     48.2711,     17.7553,    133.9837,  312.2373,0.188730
  28.05 -26.20 1753.0, 0 11 202  7 2024,    249.2959,     13.2323,    162.0759,      0.8350,    766.0093,      0.9644,  80315.7759,      2.3271,     65.6614,     -5.1534,    101.9604,  249.3506,0.239040
 151.21 -33.87   39.0, 0  9  46  2 2024,    288.3978,     22.7667,     34.1994,      0.7118,   1291.4476,      0.4651,  78372.8773,      2.2184,      1.4752,     25.2596,    172.8325,  291.5215,0.205303
  28.05 -26.20 1753.0, 0  9  46  2 2024,    312.1702,     19.4904,    334.2194,      0.3381,    834.9279,      0.4335,  88579.3861,      4.8643,     57.2250,     40.6856,    -41.0769,  314.0536,0.187277
-122.00  37.50   25.0, 0 12 355 12 2024,    290.2931,     12.8784,     28.7484,      0.5991,   1251.4747,      0.2502,  91112.7807,      3.7666,     84.6761,     -3.2654,   -165.7677,  290.2931,0.206286
 151.21 -33.87   39.0, 0  8 325 11 2024,    318.5686,      4.1461,    177.6132,      0.1965,    977.0660,      0.7335,  76838.2786,      3.9667,     72.3415,    -44.0987,   -139.2804,  321.2786,0.181497
  55.30  25.20    5.0, 0 15 105  4 2024,    270.4701,     19.3067,    245.9182,      0.1181,    979.6475,      0.5401,  78245.1211,      4.9382,     30.2894,     33.7947,   -138.2290,  271.3100,0.221472
-112.07  33.45  331.0, 0 11 202  7 2024,    269.1973,      4.8342,     25.7623,      0.8806,   1260.3923,      0.7771,  93314.5320,      1.6723,      7.7180,     -6.9120,     58.7951,  275.0336,0.218493
 -46.63 -23.55  760.0, 0 12 355 12 2024,    264.1809,     20.2696,    339.5887,      0.5775,     12.3021,      0.2529,  69023.7427,      3.1572,     35.2721,      7.1841,    -31.6390,  264.2312,0.227135
 103.82   1.35   15.0, 0 12  75  3 2024,    317.5569,     15.7917,    252.9686,      0.3260,    543.2970,      0.7261,  82243.4554,      3.4315,     61.9575,     43.7806,    128.8335,  317.9754,0.184140
  28.05 -26.20 1753.0, 0 10 135  5 2024,    287.9520,     10.8311,    222.5653,      0.5336,    154.7079,      0.4820, 100990.1980,      3.5979,     15.3064,    -25.6340,    -67.9525,  288.4878,0.207730
 -46.63 -23.55  760.0, 0 10 135  5 2024,    298.7851,      4.0664,    355.8606,      0.9130,    782.4481,      0.6970,  78891.9822,      4.0262,     11.8093,    -43.3694,   -156.6745,  301.6374,0.197210
 -87.63  41.88  181.0, 0 12 355 12 2024,    278.4957,     13.8010,      8.9432,      0.8274,    932.6426,      0.4854,  64475.3635,      2.5300,     58.1831,    -15.8345,     45.7179,  282.0822,0.212854
-112.07  33.45  331.0, 0 13 172  6 2024,    298.2604,     13.3987,    297.9767,      0.7070,   1015.9277,      0.1446,  72771.4067,      2.8637,     11.4265,      0.6146,   -108.7301,  306.1185,0.193625
-112.07  33.45  331.0, 0  9 266  9 2024,    311.6111,     22.1697,    108.8000,      0.2285,   1035.3266,      0.4592,  72698.8442,      1.6250,     54.0626,    -37.0005,     11.3245,  313.7410,0.187527
-122.00  37.50   25.0, 0  9 266  9 2024,    271.0218,     19.1756,    227.3449,      0.4798,    749.2790,      0.6089,  75257.8838,      0.9884,     72.9335,     18.1662,     78.3509,  271.0218,0.221703
 -87.63  41.88  181.0, 0 11 202  7 2024,    289.8617,     20.1089,    221.2470,      0.5502,   1153.7918,      0.3678,  76223.9822,      1.0315,     22.9981,     37.3432,     44.1779,  295.3513,0.202239
 151.21 -33.87   39.0, 0 14 228  8 2024,    252.7254,     24.0398,    161.1089,      0.2168,   1247.1210,      0.1181,  89762.9625,      1.7193,     27.6836,     17.0976,   -144.1111,  257.5351,0.232492
 -46.63 -23.55  760.0, 0 10 135  5 2024,    237.2407,     14.3096,     41.2553,      0.4607,    385.7455,      0.0068,  72763.2729,      2.3831,      3.9024,    -12.9708,   -100.9093,  239.6421,0.246806
 -46.63 -23.55  760.0, 0  6  15  1 2024,    296.3320,     20.5211,    163.3354,      0.3758,    286.1024,      0.6221,  96438.5770,      2.5385,     55.9629,     31.6989,    129.8095,  296.3320,0.201454
 103.82   1.35   15.0, 0 11 202  7 2024,    241.0511,     18.2667,     71.1234,      0.1170,    796.4555,      0.9466,  84999.9727,      1.8370,     22.7685,    -11.1893,     13.0261,  241.3117,0.245471
 -87.63  41.88  181.0, 0 12 355 12 2024,    288.8253,     19.8975,    196.6408,      0.9104,    970.4762,      0.9489,  92049.0865,      4.3306,     71.1575,     34.4057,     61.2801,  288.9842,0.207333
 151.21 -33.87   39.0, 0 16 299 10 2024,    255.2264,      1.4367,    337.0339,      0.1081,    136.0479,      0.8217,  77672.7764,      1.6235,     40.1891,    -33.1002,   -162.5785,  255.4045,0.234196
 103.82   1.35   15.0, 0 13 172  6 2024,    308.5133,     17.1499,    226.1587,      0.0486,    907.5132,      0.0675,  69982.0098,      1.9469,     78.6057,     33.5447,    -50.4579,  308.5133,0.191709
  55.30  25.20    5.0, 0 13 172  6 2024,    318.9955,      1.4292,     43.7158,      0.7804,   1161.8060,      0.5697,  75673.0848,      0.5880,     33.0534,     17.1332,     71.1726,  334.8267,0.170659
 151.21 -33.87   39.0, 0  9 266  9 2024,    266.3347,     12.7899,     53.4751,      0.9920,    623.5398,      0.9923,  94534.4654,      3.7942,      1.7975,    -18.3493,   -106.4625,  266.3634,0.225429
  -0.13  51.51   11.0, 0 12 355 12 2024,    242.5446,     13.3611,    260.2803,      0.2241,    668.6575,      0.6493,  88188.0075,      2.9000,     26.2993,     -1.9031,   -162.2110,  242.5446,0.244484
 103.82   1.35   15.0, 0 14 228  8 2024,    270.2651,     17.6827,    172.6465,      0.6966,    786.2071,      0.6802,  84366.4524,      3.0568,      7.9022,    -22.3954,    -15.7903,  271.6885,0.221169
  28.05 -26.20 1753.0, 0  9 266  9 2024,    279.4475,     15.8207,    353.5421,      0.0247,    965.1238,      0.6519,  66443.8498,      1.6513,     89.4400,    -32.7326,     24.4759,  279.4475,0.214962
 -46.63 -23.55  760.0, 0 14 228  8 2024,    250.8577,      1.1886,    176.4139,      0.9752,    786.6125,      0.6215,  64982.4058,      4.5484,     55.9511,     31.7069,     84.6050,  256.1405,0.233608
